version,index,action,address,name,via,count,values,pcs
2.06,0x13,read,0x066,RAM_0x066,indirect,1,0x00,0x0E40
2.06,0x13,read,0x077,RAM_0x077,direct,2,0x00,0x000D
2.06,0x13,read,0x078,RAM_0x078,direct,2,0x00,0x000F
2.06,0x13,read,0x079,RAM_0x079,direct,2,0x24,0x0011
2.06,0x13,read,0x07A,RAM_0x07A,direct,2,0x00,0x0013
2.06,0x13,read,0x07B,RAM_0x07B,direct,2,0x00,0x0015
2.06,0x13,read,0x07F,RAM_0x07F,direct,4,0x0F 0x57 0x75 0xF0,0x0039 0x003A
2.06,0x13,read,0x08C,PIE1,indirect,4,0x22,0x001F 0x0025
2.06,0x13,read,0x0A0,RAM_0x0A0,direct,1,0x0F,0x0E2F
2.06,0x13,read,0x0A1,RAM_0x0A1,direct,36,0x13,0x0CF3 0x0CFA 0x0D02 0x0D0B 0x0D1B 0x0D27 0x0D37 0x0D43 0x0D4F 0x0D5B 0x0D67 0x0D70 0x0D79 0x0D82 0x0D95 0x0DA1 0x0DAA 0x0DB6 0x0DBE 0x0DC6 0x0DCC 0x0DD4 0x0DDC 0x0DE4 0x0DEC 0x0DF4 0x0DFD 0x0E07 0x0E0E 0x0E15 0x0E1E 0x0E27 0x0E2B 0x0E39 0x0E43 0x0E57
2.06,0x13,read,0x0CA,RAM_0x0CA,direct,1,0x00,0x0E59
2.06,0x13,read,0x0CB,RAM_0x0CB,direct,1,0x00,0x0E50
2.06,0x13,read,0x0CC,RAM_0x0CC,direct,3,0x13 0x1B 0x2E,0x0E38 0x0E4A 0x0E4E
2.06,0x13,read,0x0CD,RAM_0x0CD,direct,2,0x7A,0x0CF5 0x0E4C
2.06,0x13,read,0x0D5,RAM_0x0D5,direct,1,0x2E,0x02EF
2.06,0x13,read,0x0D6,RAM_0x0D6,direct,2,0x00 0x13,0x02F4 0x0789
2.06,0x13,read,0x0D7,RAM_0x0D7,direct,1,0x00,0x078E
2.06,0x13,read,0x0D8,RAM_0x0D8,direct,8,0x00 0x13 0x2E,0x02D4 0x02DD
2.06,0x13,read,0x0D9,RAM_0x0D9,direct,8,0x00 0x01 0x02 0x31 0xE2,0x02D7 0x02D8
2.06,0x13,read,0x0DA,RAM_0x0DA,direct,24,0x00 0x01 0x02 0x03 0x0E 0x13 0x2E,0x02BE 0x02BF 0x02C4 0x02C8
2.06,0x13,read,0x0DB,RAM_0x0DB,direct,8,0x30 0x31 0x32 0x33 0x65,0x02CA
2.06,0x13,write,0x003,STATUS,direct,64,0x00 0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0006 0x0017 0x0018 0x0038 0x02BD 0x02CC 0x02D3 0x02DA 0x02DC 0x02DF 0x02EE 0x02F1 0x02F3 0x02F6 0x0788 0x078B 0x078D 0x0790 0x0CF2 0x0CF6 0x0CF9 0x0DBA 0x0DBC 0x0DD0 0x0DD2 0x0E31 0x0E37 0x0E3A 0x0E41 0x0E44 0x0E49 0x0E53 0x0E56 0x0E5C
2.06,0x13,write,0x004,FSR,direct,7,0x66 0x8C,0x001E 0x0024 0x002A 0x0E3F
2.06,0x13,write,0x00A,PCLATH,direct,15,0x00 0x08,0x000A 0x0036 0x0042 0x0043 0x01B7 0x01B8 0x0E52 0x0E55 0x0E5B
2.06,0x13,write,0x00C,PIR1,direct,2,0x59,0x01B6
2.06,0x13,write,0x019,TXREG,direct,13,0x0A 0x30 0x31 0x32 0x33 0x44 0x54 0x57 0x65,0x02D1 0x02E8 0x02ED 0x02FC 0x0787 0x0796
2.06,0x13,write,0x020,RAM_0x020,direct,2,0x00,0x0009
2.06,0x13,write,0x021,RAM_0x021,direct,2,0xC1 0xC3,0x0007
2.06,0x13,write,0x022,RAM_0x022,direct,2,0x66,0x000C
2.06,0x13,write,0x023,RAM_0x023,direct,2,0x00,0x000E
2.06,0x13,write,0x024,RAM_0x024,direct,2,0x00,0x0010
2.06,0x13,write,0x025,RAM_0x025,direct,2,0x24,0x0012
2.06,0x13,write,0x026,RAM_0x026,direct,2,0x00,0x0014
2.06,0x13,write,0x027,RAM_0x027,direct,2,0x00,0x0016
2.06,0x13,write,0x031,RAM_0x031,direct,2,0xD0 0xD1,0x01A7
2.06,0x13,write,0x038,RAM_0x038,direct,2,0x00,0x01B1
2.06,0x13,write,0x077,RAM_0x077,direct,2,0x00,0x002C
2.06,0x13,write,0x078,RAM_0x078,direct,2,0x00,0x002E
2.06,0x13,write,0x079,RAM_0x079,direct,2,0x24,0x0030
2.06,0x13,write,0x07A,RAM_0x07A,direct,2,0x00,0x0032
2.06,0x13,write,0x07B,RAM_0x07B,direct,2,0x00,0x0034
2.06,0x13,write,0x07F,RAM_0x07F,direct,4,0x0F 0x57 0x75 0xF0,0x0004 0x0039
2.06,0x13,write,0x0A1,RAM_0x0A1,direct,1,0x13,0x0CFA
2.06,0x13,write,0x0CA,RAM_0x0CA,direct,2,0x00 0x1F,0x0DBD 0x0DD3
2.06,0x13,write,0x0CB,RAM_0x0CB,direct,1,0x00,0x0E42
2.06,0x13,write,0x0CC,RAM_0x0CC,direct,3,0x13 0x1B 0x2E,0x0CF4 0x0E38 0x0E4A
2.06,0x13,write,0x0CD,RAM_0x0CD,direct,1,0x7A,0x0CF5
2.06,0x13,write,0x0D5,RAM_0x0D5,direct,1,0x2E,0x0E4F
2.06,0x13,write,0x0D6,RAM_0x0D6,direct,2,0x00 0x13,0x0E51 0x0E58
2.06,0x13,write,0x0D7,RAM_0x0D7,direct,1,0x00,0x0E5A
2.06,0x13,write,0x0D8,RAM_0x0D8,direct,4,0x00 0x13 0x2E,0x02F0 0x02F5 0x078A 0x078F
2.06,0x13,write,0x0D9,RAM_0x0D9,direct,8,0x00 0x01 0x02 0x31 0xE2,0x02D5 0x02D7
2.06,0x13,write,0x0DA,RAM_0x0DA,direct,16,0x00 0x01 0x02 0x03 0x0E 0x13 0x2E,0x02BE 0x02D9 0x02DE
2.06,0x13,write,0x0DB,RAM_0x0DB,direct,8,0x30 0x31 0x32 0x33 0x65,0x02C5 0x02C9
2.06,0x14,read,0x003,STATUS,direct,103,0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0005 0x0017 0x0018 0x01B2 0x02BD 0x02C1 0x02CC 0x02D3 0x02DA 0x02DC 0x02DF 0x02EE 0x02F1 0x02F3 0x02F6 0x0788 0x078B 0x078D 0x0790 0x0CF2 0x0CF6 0x0CF9 0x0CFB 0x0D0D 0x0D1D 0x0D29 0x0D39 0x0D45 0x0D51 0x0D5D 0x0D69 0x0D72 0x0D7B 0x0D84 0x0D97 0x0DA3 0x0DAC 0x0DB8 0x0DBA 0x0DBC 0x0DC0 0x0DC8 0x0DCE 0x0DD6 0x0DD8 0x0DDA 0x0DDE 0x0DE6 0x0DEE 0x0DF6 0x0DFF 0x0E09 0x0E10 0x0E17 0x0E20 0x0E29 0x0E2D 0x0E31 0x0E37 0x0E3A 0x0E41 0x0E44 0x0E49 0x0E53 0x0E56 0x0E5C
2.06,0x14,read,0x004,FSR,direct,2,0x67,0x000B
2.06,0x14,read,0x00A,PCLATH,direct,13,0x00 0x08,0x0008 0x0042 0x0043 0x01B7 0x01B8 0x0E52 0x0E55 0x0E5B
2.06,0x14,read,0x00B,INTCON,direct,4,0x54,0x0019 0x001B
2.06,0x14,read,0x00C,PIR1,direct,19,0x59 0x5B,0x0021 0x0027 0x01B6 0x02CD 0x02E6 0x02EB 0x02FA 0x0785 0x0794
2.06,0x14,read,0x020,RAM_0x020,direct,2,0x00,0x0035
2.06,0x14,read,0x021,RAM_0x021,direct,2,0xC3 0xE1,0x0037
2.06,0x14,read,0x022,RAM_0x022,direct,2,0x67,0x0029
2.06,0x14,read,0x023,RAM_0x023,direct,2,0x00,0x002B
2.06,0x14,read,0x024,RAM_0x024,direct,2,0x00,0x002D
2.06,0x14,read,0x025,RAM_0x025,direct,2,0x24,0x002F
2.06,0x14,read,0x026,RAM_0x026,direct,2,0x00,0x0031
2.06,0x14,read,0x027,RAM_0x027,direct,2,0x00,0x0033
2.06,0x14,read,0x030,RAM_0x030,direct,1,0x00,0x0E32
2.06,0x14,read,0x031,RAM_0x031,direct,2,0xCF 0xD0,0x01A7
2.06,0x14,read,0x038,RAM_0x038,direct,2,0x00,0x01B1
2.06,0x14,read,0x03E,RAM_0x03E,direct,1,0x1F,0x0DBB
2.06,0x14,read,0x04C,RAM_0x04C,direct,2,0x00,0x01AB
2.06,0x14,read,0x051,RAM_0x051,direct,2,0x00,0x02E2 0x0CF7
2.06,0x14,read,0x05D,RAM_0x05D,direct,1,0x00,0x0DD9
2.06,0x14,read,0x062,RAM_0x062,direct,2,0x00,0x0E3B 0x0E45
2.06,0x14,read,0x067,RAM_0x067,indirect,1,0x00,0x0E40
2.06,0x14,read,0x077,RAM_0x077,direct,2,0x00,0x000D
2.06,0x14,read,0x078,RAM_0x078,direct,2,0x00,0x000F
2.06,0x14,read,0x079,RAM_0x079,direct,2,0x24,0x0011
2.06,0x14,read,0x07A,RAM_0x07A,direct,2,0x00,0x0013
2.06,0x14,read,0x07B,RAM_0x07B,direct,2,0x00,0x0015
2.06,0x14,read,0x07F,RAM_0x07F,direct,4,0x0F 0x57 0x75 0xF0,0x0039 0x003A
2.06,0x14,read,0x08C,PIE1,indirect,4,0x22,0x001F 0x0025
2.06,0x14,read,0x0A0,RAM_0x0A0,direct,1,0x0F,0x0E2F
2.06,0x14,read,0x0A1,RAM_0x0A1,direct,36,0x14,0x0CF3 0x0CFA 0x0D02 0x0D0B 0x0D1B 0x0D27 0x0D37 0x0D43 0x0D4F 0x0D5B 0x0D67 0x0D70 0x0D79 0x0D82 0x0D95 0x0DA1 0x0DAA 0x0DB6 0x0DBE 0x0DC6 0x0DCC 0x0DD4 0x0DDC 0x0DE4 0x0DEC 0x0DF4 0x0DFD 0x0E07 0x0E0E 0x0E15 0x0E1E 0x0E27 0x0E2B 0x0E39 0x0E43 0x0E57
2.06,0x14,read,0x0CA,RAM_0x0CA,direct,1,0x00,0x0E59
2.06,0x14,read,0x0CB,RAM_0x0CB,direct,1,0x00,0x0E50
2.06,0x14,read,0x0CC,RAM_0x0CC,direct,3,0x14 0x1C 0x30,0x0E38 0x0E4A 0x0E4E
2.06,0x14,read,0x0CD,RAM_0x0CD,direct,2,0x7A,0x0CF5 0x0E4C
2.06,0x14,read,0x0D5,RAM_0x0D5,direct,1,0x30,0x02EF
2.06,0x14,read,0x0D6,RAM_0x0D6,direct,2,0x00 0x14,0x02F4 0x0789
2.06,0x14,read,0x0D7,RAM_0x0D7,direct,1,0x00,0x078E
2.06,0x14,read,0x0D8,RAM_0x0D8,direct,8,0x00 0x14 0x30,0x02D4 0x02DD
2.06,0x14,read,0x0D9,RAM_0x0D9,direct,8,0x00 0x01 0x03 0x41,0x02D7 0x02D8
2.06,0x14,read,0x0DA,RAM_0x0DA,direct,24,0x00 0x01 0x03 0x04 0x14 0x30,0x02BE 0x02BF 0x02C8
2.06,0x14,read,0x0DB,RAM_0x0DB,direct,8,0x30 0x31 0x33 0x34,0x02CA
2.06,0x14,write,0x003,STATUS,direct,64,0x00 0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0006 0x0017 0x0018 0x0038 0x02BD 0x02CC 0x02D3 0x02DA 0x02DC 0x02DF 0x02EE 0x02F1 0x02F3 0x02F6 0x0788 0x078B 0x078D 0x0790 0x0CF2 0x0CF6 0x0CF9 0x0DBA 0x0DBC 0x0DD8 0x0DDA 0x0E31 0x0E37 0x0E3A 0x0E41 0x0E44 0x0E49 0x0E53 0x0E56 0x0E5C
2.06,0x14,write,0x004,FSR,direct,7,0x67 0x8C,0x001E 0x0024 0x002A 0x0E3F
2.06,0x14,write,0x00A,PCLATH,direct,15,0x00 0x08,0x000A 0x0036 0x0042 0x0043 0x01B7 0x01B8 0x0E52 0x0E55 0x0E5B
2.06,0x14,write,0x00C,PIR1,direct,2,0x59,0x01B6
2.06,0x14,write,0x019,TXREG,direct,13,0x0A 0x30 0x31 0x33 0x34 0x44 0x54 0x57,0x02D1 0x02E8 0x02ED 0x02FC 0x0787 0x0796
2.06,0x14,write,0x020,RAM_0x020,direct,2,0x00,0x0009
2.06,0x14,write,0x021,RAM_0x021,direct,2,0xC3 0xE1,0x0007
2.06,0x14,write,0x022,RAM_0x022,direct,2,0x67,0x000C
2.06,0x14,write,0x023,RAM_0x023,direct,2,0x00,0x000E
2.06,0x14,write,0x024,RAM_0x024,direct,2,0x00,0x0010
2.06,0x14,write,0x025,RAM_0x025,direct,2,0x24,0x0012
2.06,0x14,write,0x026,RAM_0x026,direct,2,0x00,0x0014
2.06,0x14,write,0x027,RAM_0x027,direct,2,0x00,0x0016
2.06,0x14,write,0x031,RAM_0x031,direct,2,0xD0 0xD1,0x01A7
2.06,0x14,write,0x038,RAM_0x038,direct,2,0x00,0x01B1
2.06,0x14,write,0x077,RAM_0x077,direct,2,0x00,0x002C
2.06,0x14,write,0x078,RAM_0x078,direct,2,0x00,0x002E
2.06,0x14,write,0x079,RAM_0x079,direct,2,0x24,0x0030
2.06,0x14,write,0x07A,RAM_0x07A,direct,2,0x00,0x0032
2.06,0x14,write,0x07B,RAM_0x07B,direct,2,0x00,0x0034
2.06,0x14,write,0x07F,RAM_0x07F,direct,4,0x0F 0x57 0x75 0xF0,0x0004 0x0039
2.06,0x14,write,0x0A1,RAM_0x0A1,direct,1,0x14,0x0CFA
2.06,0x14,write,0x0CA,RAM_0x0CA,direct,2,0x00 0x1F,0x0DBD 0x0DDB
2.06,0x14,write,0x0CB,RAM_0x0CB,direct,1,0x00,0x0E42
2.06,0x14,write,0x0CC,RAM_0x0CC,direct,3,0x14 0x1C 0x30,0x0CF4 0x0E38 0x0E4A
2.06,0x14,write,0x0CD,RAM_0x0CD,direct,1,0x7A,0x0CF5
2.06,0x14,write,0x0D5,RAM_0x0D5,direct,1,0x30,0x0E4F
2.06,0x14,write,0x0D6,RAM_0x0D6,direct,2,0x00 0x14,0x0E51 0x0E58
2.06,0x14,write,0x0D7,RAM_0x0D7,direct,1,0x00,0x0E5A
2.06,0x14,write,0x0D8,RAM_0x0D8,direct,4,0x00 0x14 0x30,0x02F0 0x02F5 0x078A 0x078F
2.06,0x14,write,0x0D9,RAM_0x0D9,direct,8,0x00 0x01 0x03 0x41,0x02D5 0x02D7
2.06,0x14,write,0x0DA,RAM_0x0DA,direct,16,0x00 0x01 0x03 0x04 0x14 0x30,0x02BE 0x02D9 0x02DE
2.06,0x14,write,0x0DB,RAM_0x0DB,direct,8,0x30 0x31 0x33 0x34,0x02C9
2.06,0x15,read,0x003,STATUS,direct,103,0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0005 0x0017 0x0018 0x01B2 0x02BD 0x02C1 0x02CC 0x02D3 0x02DA 0x02DC 0x02DF 0x02EE 0x02F1 0x02F3 0x02F6 0x0788 0x078B 0x078D 0x0790 0x0CF2 0x0CF6 0x0CF9 0x0CFB 0x0D0D 0x0D1D 0x0D29 0x0D39 0x0D45 0x0D51 0x0D5D 0x0D69 0x0D72 0x0D7B 0x0D84 0x0D97 0x0DA3 0x0DAC 0x0DB8 0x0DBA 0x0DBC 0x0DC0 0x0DC8 0x0DCE 0x0DD6 0x0DDE 0x0DE0 0x0DE2 0x0DE6 0x0DEE 0x0DF6 0x0DFF 0x0E09 0x0E10 0x0E17 0x0E20 0x0E29 0x0E2D 0x0E31 0x0E37 0x0E3A 0x0E41 0x0E44 0x0E49 0x0E53 0x0E56 0x0E5C
2.06,0x15,read,0x004,FSR,direct,2,0x68,0x000B
2.06,0x15,read,0x00A,PCLATH,direct,13,0x00 0x08,0x0008 0x0042 0x0043 0x01B7 0x01B8 0x0E52 0x0E55 0x0E5B
2.06,0x15,read,0x00B,INTCON,direct,4,0x54,0x0019 0x001B
2.06,0x15,read,0x00C,PIR1,direct,19,0x59 0x5B,0x0021 0x0027 0x01B6 0x02CD 0x02E6 0x02EB 0x02FA 0x0785 0x0794
2.06,0x15,read,0x020,RAM_0x020,direct,2,0x00,0x0035
2.06,0x15,read,0x021,RAM_0x021,direct,2,0xC3 0xE1,0x0037
2.06,0x15,read,0x022,RAM_0x022,direct,2,0x68,0x0029
2.06,0x15,read,0x023,RAM_0x023,direct,2,0x00,0x002B
2.06,0x15,read,0x024,RAM_0x024,direct,2,0x00,0x002D
2.06,0x15,read,0x025,RAM_0x025,direct,2,0x24,0x002F
2.06,0x15,read,0x026,RAM_0x026,direct,2,0x00,0x0031
2.06,0x15,read,0x027,RAM_0x027,direct,2,0x00,0x0033
2.06,0x15,read,0x030,RAM_0x030,direct,1,0x00,0x0E32
2.06,0x15,read,0x031,RAM_0x031,direct,2,0xCF 0xD0,0x01A7
2.06,0x15,read,0x038,RAM_0x038,direct,2,0x00,0x01B1
2.06,0x15,read,0x03E,RAM_0x03E,direct,1,0x1F,0x0DBB
2.06,0x15,read,0x04C,RAM_0x04C,direct,2,0x00,0x01AB
2.06,0x15,read,0x051,RAM_0x051,direct,2,0x00,0x02E2 0x0CF7
2.06,0x15,read,0x058,RAM_0x058,direct,1,0x00,0x0DE1
2.06,0x15,read,0x062,RAM_0x062,direct,2,0x00,0x0E3B 0x0E45
2.06,0x15,read,0x068,RAM_0x068,indirect,1,0x00,0x0E40
2.06,0x15,read,0x077,RAM_0x077,direct,2,0x00,0x000D
2.06,0x15,read,0x078,RAM_0x078,direct,2,0x00,0x000F
2.06,0x15,read,0x079,RAM_0x079,direct,2,0x24,0x0011
2.06,0x15,read,0x07A,RAM_0x07A,direct,2,0x00,0x0013
2.06,0x15,read,0x07B,RAM_0x07B,direct,2,0x00,0x0015
2.06,0x15,read,0x07F,RAM_0x07F,direct,4,0x0F 0x57 0x75 0xF0,0x0039 0x003A
2.06,0x15,read,0x08C,PIE1,indirect,4,0x22,0x001F 0x0025
2.06,0x15,read,0x0A0,RAM_0x0A0,direct,1,0x0F,0x0E2F
2.06,0x15,read,0x0A1,RAM_0x0A1,direct,36,0x15,0x0CF3 0x0CFA 0x0D02 0x0D0B 0x0D1B 0x0D27 0x0D37 0x0D43 0x0D4F 0x0D5B 0x0D67 0x0D70 0x0D79 0x0D82 0x0D95 0x0DA1 0x0DAA 0x0DB6 0x0DBE 0x0DC6 0x0DCC 0x0DD4 0x0DDC 0x0DE4 0x0DEC 0x0DF4 0x0DFD 0x0E07 0x0E0E 0x0E15 0x0E1E 0x0E27 0x0E2B 0x0E39 0x0E43 0x0E57
2.06,0x15,read,0x0CA,RAM_0x0CA,direct,1,0x00,0x0E59
2.06,0x15,read,0x0CB,RAM_0x0CB,direct,1,0x00,0x0E50
2.06,0x15,read,0x0CC,RAM_0x0CC,direct,3,0x15 0x1D 0x32,0x0E38 0x0E4A 0x0E4E
2.06,0x15,read,0x0CD,RAM_0x0CD,direct,2,0x7A,0x0CF5 0x0E4C
2.06,0x15,read,0x0D5,RAM_0x0D5,direct,1,0x32,0x02EF
2.06,0x15,read,0x0D6,RAM_0x0D6,direct,2,0x00 0x15,0x02F4 0x0789
2.06,0x15,read,0x0D7,RAM_0x0D7,direct,1,0x00,0x078E
2.06,0x15,read,0x0D8,RAM_0x0D8,direct,8,0x00 0x15 0x32,0x02D4 0x02DD
2.06,0x15,read,0x0D9,RAM_0x0D9,direct,8,0x00 0x01 0x03 0x23 0x51,0x02D7 0x02D8
2.06,0x15,read,0x0DA,RAM_0x0DA,direct,24,0x00 0x01 0x02 0x03 0x05 0x15 0x32,0x02BE 0x02BF 0x02C8
2.06,0x15,read,0x0DB,RAM_0x0DB,direct,8,0x30 0x31 0x32 0x33 0x35,0x02CA
2.06,0x15,write,0x003,STATUS,direct,64,0x00 0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0006 0x0017 0x0018 0x0038 0x02BD 0x02CC 0x02D3 0x02DA 0x02DC 0x02DF 0x02EE 0x02F1 0x02F3 0x02F6 0x0788 0x078B 0x078D 0x0790 0x0CF2 0x0CF6 0x0CF9 0x0DBA 0x0DBC 0x0DE0 0x0DE2 0x0E31 0x0E37 0x0E3A 0x0E41 0x0E44 0x0E49 0x0E53 0x0E56 0x0E5C
2.06,0x15,write,0x004,FSR,direct,7,0x68 0x8C,0x001E 0x0024 0x002A 0x0E3F
2.06,0x15,write,0x00A,PCLATH,direct,15,0x00 0x08,0x000A 0x0036 0x0042 0x0043 0x01B7 0x01B8 0x0E52 0x0E55 0x0E5B
2.06,0x15,write,0x00C,PIR1,direct,2,0x59,0x01B6
2.06,0x15,write,0x019,TXREG,direct,13,0x0A 0x30 0x31 0x32 0x33 0x35 0x44 0x54 0x57,0x02D1 0x02E8 0x02ED 0x02FC 0x0787 0x0796
2.06,0x15,write,0x020,RAM_0x020,direct,2,0x00,0x0009
2.06,0x15,write,0x021,RAM_0x021,direct,2,0xC3 0xE1,0x0007
2.06,0x15,write,0x022,RAM_0x022,direct,2,0x68,0x000C
2.06,0x15,write,0x023,RAM_0x023,direct,2,0x00,0x000E
2.06,0x15,write,0x024,RAM_0x024,direct,2,0x00,0x0010
2.06,0x15,write,0x025,RAM_0x025,direct,2,0x24,0x0012
2.06,0x15,write,0x026,RAM_0x026,direct,2,0x00,0x0014
2.06,0x15,write,0x027,RAM_0x027,direct,2,0x00,0x0016
2.06,0x15,write,0x031,RAM_0x031,direct,2,0xD0 0xD1,0x01A7
2.06,0x15,write,0x038,RAM_0x038,direct,2,0x00,0x01B1
2.06,0x15,write,0x077,RAM_0x077,direct,2,0x00,0x002C
2.06,0x15,write,0x078,RAM_0x078,direct,2,0x00,0x002E
2.06,0x15,write,0x079,RAM_0x079,direct,2,0x24,0x0030
2.06,0x15,write,0x07A,RAM_0x07A,direct,2,0x00,0x0032
2.06,0x15,write,0x07B,RAM_0x07B,direct,2,0x00,0x0034
2.06,0x15,write,0x07F,RAM_0x07F,direct,4,0x0F 0x57 0x75 0xF0,0x0004 0x0039
2.06,0x15,write,0x0A1,RAM_0x0A1,direct,1,0x15,0x0CFA
2.06,0x15,write,0x0CA,RAM_0x0CA,direct,2,0x00 0x1F,0x0DBD 0x0DE3
2.06,0x15,write,0x0CB,RAM_0x0CB,direct,1,0x00,0x0E42
2.06,0x15,write,0x0CC,RAM_0x0CC,direct,3,0x15 0x1D 0x32,0x0CF4 0x0E38 0x0E4A
2.06,0x15,write,0x0CD,RAM_0x0CD,direct,1,0x7A,0x0CF5
2.06,0x15,write,0x0D5,RAM_0x0D5,direct,1,0x32,0x0E4F
2.06,0x15,write,0x0D6,RAM_0x0D6,direct,2,0x00 0x15,0x0E51 0x0E58
2.06,0x15,write,0x0D7,RAM_0x0D7,direct,1,0x00,0x0E5A
2.06,0x15,write,0x0D8,RAM_0x0D8,direct,4,0x00 0x15 0x32,0x02F0 0x02F5 0x078A 0x078F
2.06,0x15,write,0x0D9,RAM_0x0D9,direct,8,0x00 0x01 0x03 0x23 0x51,0x02D5 0x02D7
2.06,0x15,write,0x0DA,RAM_0x0DA,direct,16,0x00 0x01 0x02 0x03 0x05 0x15 0x32,0x02BE 0x02D9 0x02DE
2.06,0x15,write,0x0DB,RAM_0x0DB,direct,8,0x30 0x31 0x32 0x33 0x35,0x02C9
2.06,0x16,read,0x003,STATUS,direct,103,0x04 0x18 0x1A 0x1B 0x1C 0x1E 0x1F 0x38 0x3A 0x3B 0x3C 0x3E 0x3F,0x0005 0x0017 0x0018 0x01B2 0x02BD 0x02C1 0x02CC 0x02D3 0x02DA 0x02DC 0x02DF 0x02EE 0x02F1 0x02F3 0x02F6 0x0788 0x078B 0x078D 0x0790 0x0CF2 0x0CF6 0x0CF9 0x0CFB 0x0D0D 0x0D1D 0x0D29 0x0D39 0x0D45 0x0D51 0x0D5D 0x0D69 0x0D72 0x0D7B 0x0D84 0x0D97 0x0DA3 0x0DAC 0x0DB8 0x0DBA 0x0DBC 0x0DC0 0x0DC8 0x0DCE 0x0DD6 0x0DDE 0x0DE6 0x0DE8 0x0DEA 0x0DEE 0x0DF6 0x0DFF 0x0E09 0x0E10 0x0E17 0x0E20 0x0E29 0x0E2D 0x0E31 0x0E37 0x0E3A 0x0E41 0x0E44 0x0E49 0x0E53 0x0E56 0x0E5C
2.06,0x16,read,0x004,FSR,direct,2,0x69,0x000B
2.06,0x16,read,0x00A,PCLATH,direct,13,0x00 0x08,0x0008 0x0042 0x0043 0x01B7 0x01B8 0x0E52 0x0E55 0x0E5B
2.06,0x16,read,0x00B,INTCON,direct,4,0x54,0x0019 0x001B
2.06,0x16,read,0x00C,PIR1,direct,19,0x59 0x5B,0x0021 0x0027 0x01B6 0x02CD 0x02E6 0x02EB 0x02FA 0x0785 0x0794
2.06,0x16,read,0x020,RAM_0x020,direct,2,0x00,0x0035
2.06,0x16,read,0x021,RAM_0x021,direct,2,0xC3 0xE1,0x0037
2.06,0x16,read,0x022,RAM_0x022,direct,2,0x69,0x0029
2.06,0x16,read,0x023,RAM_0x023,direct,2,0x00,0x002B
2.06,0x16,read,0x024,RAM_0x024,direct,2,0x00,0x002D
2.06,0x16,read,0x025,RAM_0x025,direct,2,0x24,0x002F
2.06,0x16,read,0x026,RAM_0x026,direct,2,0x00,0x0031
2.06,0x16,read,0x027,RAM_0x027,direct,2,0x00,0x0033
2.06,0x16,read,0x030,RAM_0x030,direct,1,0x00,0x0E32
2.06,0x16,read,0x031,RAM_0x031,direct,2,0xCF 0xD0,0x01A7
2.06,0x16,read,0x038,RAM_0x038,direct,2,0x00,0x01B1
2.06,0x16,read,0x03E,RAM_0x03E,direct,1,0x1F,0x0DBB
2.06,0x16,read,0x04C,RAM_0x04C,direct,2,0x00,0x01AB
2.06,0x16,read,0x051,RAM_0x051,direct,2,0x00,0x02E2 0x0CF7
2.06,0x16,read,0x05F,RAM_0x05F,direct,1,0x00,0x0DE9
2.06,0x16,read,0x062,RAM_0x062,direct,2,0x00,0x0E3B 0x0E45
2.06,0x16,read,0x069,RAM_0x069,indirect,1,0x00,0x0E40
2.06,0x16,read,0x077,RAM_0x077,direct,2,0x00,0x000D
2.06,0x16,read,0x078,RAM_0x078,direct,2,0x00,0x000F
2.06,0x16,read,0x079,RAM_0x079,direct,2,0x24,0x0011
2.06,0x16,read,0x07A,RAM_0x07A,direct,2,0x00,0x0013
2.06,0x16,read,0x07B,RAM_0x07B,direct,2,0x00,0x0015
2.06,0x16,read,0x07F,RAM_0x07F,direct,4,0x0F 0x57 0x75 0xF0,0x0039 0x003A
2.06,0x16,read,0x08C,PIE1,indirect,4,0x22,0x001F 0x0025
2.06,0x16,read,0x0A0,RAM_0x0A0,direct,1,0x0F,0x0E2F
2.06,0x16,read,0x0A1,RAM_0x0A1,direct,36,0x16,0x0CF3 0x0CFA 0x0D02 0x0D0B 0x0D1B 0x0D27 0x0D37 0x0D43 0x0D4F 0x0D5B 0x0D67 0x0D70 0x0D79 0x0D82 0x0D95 0x0DA1 0x0DAA 0x0DB6 0x0DBE 0x0DC6 0x0DCC 0x0DD4 0x0DDC 0x0DE4 0x0DEC 0x0DF4 0x0DFD 0x0E07 0x0E0E 0x0E15 0x0E1E 0x0E27 0x0E2B 0x0E39 0x0E43 0x0E57
2.06,0x16,read,0x0CA,RAM_0x0CA,direct,1,0x00,0x0E59
2.06,0x16,read,0x0CB,RAM_0x0CB,direct,1,0x00,0x0E50
2.06,0x16,read,0x0CC,RAM_0x0CC,direct,3,0x16 0x1E 0x34,0x0E38 0x0E4A 0x0E4E
